#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x;
W_L_1227439;http://en.wikipedia.org/wiki/Herv%C3%A9_Frankopoulos;;;;;;;;;;;;;x
W_L_34220;http://en.wikipedia.org/wiki/Roussel_de_Bailleul;;;;;;;;;;;;;x
W_L_1167124;http://en.wikipedia.org/wiki/Melus_of_Bari;;;;;;;;;;;;;x
W_L_1167125;http://en.wikipedia.org/wiki/Argyrus_(catepan_of_Italy);;;;;;;;;;;;;x
W_L_1232307;http://en.wikipedia.org/wiki/Nikephoros_Lykaon;;;;;;;;;;;;;x
W_L_34464;http://en.wikipedia.org/wiki/Nikephoros_Karantenos;;;;;;;;;;;;;x
W_L_1232256;http://en.wikipedia.org/wiki/John_Petraliphas;;;;;;;;;;;;;x
W_L_1232565;http://en.wikipedia.org/wiki/Badr_al-Jamali;;;;;;;;;;;;;x
W_L_1232566;http://en.wikipedia.org/wiki/Al-Afdal_Shahanshah;;;;;;;;;;;;;x
W_L_32912;http://en.wikipedia.org/wiki/Shirkuh;;;;;;;;;;;;;x
W_L_1234911;http://en.wikipedia.org/wiki/Mu%27in_ad-Din_Unur;http://fr.wikipedia.org/wiki/Mu%27in_ad-Din_Unur;;;;;;;;;;;;x
W_L_1234912;http://en.wikipedia.org/wiki/Ismat_ad-Din_Khatun;;;;;;;;;;;;;x
W_L_1231616;http://en.wikipedia.org/wiki/Mahmud_al-Kashgari;http://fr.wikipedia.org/wiki/Mahmoud_de_Kachgar;http://de.wikipedia.org/wiki/Mahmud_al-K%C4%81schghar%C4%AB;;;;;;;;;;;x
W_L_1230216;http://en.wikipedia.org/wiki/Toghrul_of_Ghazna;;;;;;;;;;;;;x
W_L_1228873;http://en.wikipedia.org/wiki/Abdallah_ibn_Yasin;http://fr.wikipedia.org/wiki/Abdullah_Ibn_Yassin;http://de.wikipedia.org/wiki/Ibn_Yasin;;http://es.wikipedia.org/wiki/Abdal%C3%A1_Ben_Yasin;;;;;;;;;x
